loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
2023-11-29T21:31:19.461+01:00,3591.766386625,-0.093292236328125,-0.5059814453125,-0.8937835693359375
2023-11-29T21:31:19.479+01:00,3591.786323625,-0.1510162353515625,-0.4643096923828125,-0.855438232421875
2023-11-29T21:31:19.499+01:00,3591.806260625,-0.1171722412109375,-0.3803863525390625,-0.8827362060546875
2023-11-29T21:31:19.519+01:00,3591.826197625,-0.13323974609375,-0.3817138671875,-0.89068603515625
2023-11-29T21:31:19.539+01:00,3591.846134625,-0.128570556640625,-0.3927764892578125,-0.882781982421875
2023-11-29T21:31:19.559+01:00,3591.866071625,-0.1403350830078125,-0.4137420654296875,-0.88671875
2023-11-29T21:31:19.579+01:00,3591.886009625,-0.1639404296875,-0.42974853515625,-0.8746185302734375
2023-11-29T21:31:19.599+01:00,3591.905946625,-0.1918792724609375,-0.4342498779296875,-0.8626556396484375
2023-11-29T21:31:19.619+01:00,3591.925883625,-0.227447509765625,-0.444427490234375,-0.838104248046875
2023-11-29T21:31:19.639+01:00,3591.945820625,-0.26617431640625,-0.4188385009765625,-0.77984619140625
2023-11-29T21:31:19.659+01:00,3591.965757625,-0.2484283447265625,-0.38262939453125,-0.733673095703125
2023-11-29T21:31:19.681+01:00,3591.985694625,-0.26422119140625,-0.4059906005859375,-0.69976806640625
2023-11-29T21:31:19.700+01:00,3592.005631625,-0.310028076171875,-0.4268798828125,-0.645263671875
2023-11-29T21:31:19.718+01:00,3592.025568625,-0.340087890625,-0.4633331298828125,-0.613677978515625
2023-11-29T21:31:19.738+01:00,3592.045505625,-0.3721771240234375,-0.4901123046875,-0.5783233642578125
2023-11-29T21:31:19.758+01:00,3592.065443625,-0.3382720947265625,-0.2859344482421875,-0.5455322265625
2023-11-29T21:31:19.778+01:00,3592.085380625,-0.1295928955078125,-0.0167999267578125,-0.620574951171875
2023-11-29T21:31:19.798+01:00,3592.105317625,0.101837158203125,0.089447021484375,-0.734954833984375
2023-11-29T21:31:19.818+01:00,3592.125254625,0.1506500244140625,0.1323699951171875,-0.8583526611328125
2023-11-29T21:31:19.838+01:00,3592.145191625,0.0008544921875,0.06317138671875,-0.9497222900390625
2023-11-29T21:31:19.858+01:00,3592.165128625,-0.020599365234375,0.0238037109375,-1.04083251953125
2023-11-29T21:31:19.878+01:00,3592.185065625,0.065032958984375,0.2441253662109375,-1.120742797851562
2023-11-29T21:31:19.898+01:00,3592.205002625,0.1361846923828125,0.484893798828125,-1.215499877929688
2023-11-29T21:31:19.918+01:00,3592.224939625,0.12603759765625,0.53948974609375,-1.278533935546875
2023-11-29T21:31:19.938+01:00,3592.244877625,0.0523681640625,0.4261016845703125,-1.357467651367188
2023-11-29T21:31:19.958+01:00,3592.264814625,0.0051727294921875,0.335357666015625,-1.374420166015625
2023-11-29T21:31:19.978+01:00,3592.284751625,-0.03985595703125,0.2671356201171875,-1.338134765625
2023-11-29T21:31:19.998+01:00,3592.304688625,-0.05523681640625,0.2253875732421875,-1.33111572265625
2023-11-29T21:31:20.018+01:00,3592.324625625,-0.0946807861328125,0.15704345703125,-1.313156127929688
2023-11-29T21:31:20.038+01:00,3592.344562625,-0.09375,0.0700531005859375,-1.290603637695312
2023-11-29T21:31:20.058+01:00,3592.364499625,-0.110748291015625,0.0085906982421875,-1.2657470703125
2023-11-29T21:31:20.078+01:00,3592.384436625,-0.1083221435546875,0.02069091796875,-1.213348388671875
2023-11-29T21:31:20.098+01:00,3592.404374625,-0.13641357421875,0.02081298828125,-1.13690185546875
2023-11-29T21:31:20.118+01:00,3592.424311625,-0.110595703125,-0.0045318603515625,-1.073135375976562
2023-11-29T21:31:20.138+01:00,3592.444248625,-0.119964599609375,-0.0558013916015625,-1.032135009765625
2023-11-29T21:31:20.157+01:00,3592.464185625,-0.1094970703125,-0.0738525390625,-0.978240966796875
2023-11-29T21:31:20.177+01:00,3592.484122625,-0.104736328125,-0.1038360595703125,-0.899169921875
2023-11-29T21:31:20.197+01:00,3592.504059625,-0.073089599609375,-0.103179931640625,-0.8242034912109375
2023-11-29T21:31:20.217+01:00,3592.523996625,-0.0488739013671875,-0.0679168701171875,-0.7838592529296875
2023-11-29T21:31:20.237+01:00,3592.543933625,-0.094451904296875,-0.06768798828125,-0.729583740234375
2023-11-29T21:31:20.257+01:00,3592.563871625,-0.12786865234375,-0.1995086669921875,-0.6387481689453125
2023-11-29T21:31:20.277+01:00,3592.583809375,-0.14288330078125,-0.3359832763671875,-0.555572509765625
2023-11-29T21:31:20.297+01:00,3592.603746375,-0.25067138671875,-0.33917236328125,-0.509796142578125
2023-11-29T21:31:20.317+01:00,3592.623683375,-0.3972015380859375,-0.497222900390625,-0.5809783935546875
2023-11-29T21:31:20.337+01:00,3592.643620375,-0.5669403076171875,-0.5162811279296875,-0.4857025146484375
2023-11-29T21:31:20.357+01:00,3592.663557375,-0.7175750732421875,-0.2732696533203125,-0.3977813720703125
2023-11-29T21:31:20.377+01:00,3592.683494375,-0.7539825439453125,0.3111114501953125,-0.35687255859375
2023-11-29T21:31:20.396+01:00,3592.703431375,-0.6445770263671875,0.652435302734375,-0.3450469970703125
2023-11-29T21:31:20.419+01:00,3592.723369375,-0.4914398193359375,0.829986572265625,-0.2690582275390625
2023-11-29T21:31:20.437+01:00,3592.743306375,-0.3397064208984375,0.9809417724609375,-0.3218841552734375
