loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
2023-11-22T21:54:23.573+01:00,13911.075042875,-0.2613067626953125,-0.4524383544921875,-0.7394561767578125
2023-11-22T21:54:23.574+01:00,13911.094979875,-0.0938720703125,-0.66595458984375,-0.6964263916015625
2023-11-22T21:54:23.589+01:00,13911.114916875,-0.1294708251953125,-0.6814727783203125,-0.657745361328125
2023-11-22T21:54:23.609+01:00,13911.134854875,-0.1946868896484375,-0.55755615234375,-0.6543121337890625
2023-11-22T21:54:23.629+01:00,13911.154791875,-0.1587982177734375,-0.6150054931640625,-0.63140869140625
2023-11-22T21:54:23.649+01:00,13911.174728875,-0.197967529296875,-0.6030120849609375,-0.603790283203125
2023-11-22T21:54:23.669+01:00,13911.194666875,-0.2275848388671875,-0.5876922607421875,-0.5584259033203125
2023-11-22T21:54:23.689+01:00,13911.214603875,-0.260223388671875,-0.6203765869140625,-0.49169921875
2023-11-22T21:54:23.709+01:00,13911.234540875,-0.3061065673828125,-0.6067657470703125,-0.4334564208984375
2023-11-22T21:54:23.729+01:00,13911.254477875,-0.397857666015625,-0.5632781982421875,-0.4040985107421875
2023-11-22T21:54:23.749+01:00,13911.274415875,-0.446502685546875,-0.6056060791015625,-0.387298583984375
2023-11-22T21:54:23.771+01:00,13911.294352875,-0.501312255859375,-0.4652252197265625,-0.4232940673828125
2023-11-22T21:54:23.792+01:00,13911.314289875,-0.426666259765625,-0.393157958984375,-0.350494384765625
2023-11-22T21:54:23.808+01:00,13911.334227875,-0.372802734375,-0.3934173583984375,-0.2296600341796875
2023-11-22T21:54:23.828+01:00,13911.354164875,-0.4424285888671875,-0.3386688232421875,-0.1693115234375
2023-11-22T21:54:23.848+01:00,13911.374101875,-0.506378173828125,-0.0747833251953125,-0.209930419921875
2023-11-22T21:54:23.868+01:00,13911.394038875,-0.4085693359375,0.24371337890625,-0.456268310546875
2023-11-22T21:54:23.888+01:00,13911.413976875,-0.194671630859375,0.40673828125,-0.7712860107421875
2023-11-22T21:54:23.908+01:00,13911.433913875,-0.09136962890625,0.268890380859375,-1.033233642578125
2023-11-22T21:54:23.928+01:00,13911.453850875,-0.149932861328125,0.1749420166015625,-1.160797119140625
2023-11-22T21:54:23.948+01:00,13911.473788875,-0.186279296875,0.15374755859375,-1.394073486328125
2023-11-22T21:54:23.968+01:00,13911.493725875,-0.1372528076171875,0.092041015625,-1.754592895507812
2023-11-22T21:54:23.988+01:00,13911.513662875,-0.057159423828125,0.0668182373046875,-1.92327880859375
2023-11-22T21:54:24.008+01:00,13911.533599875,-0.072662353515625,-0.057403564453125,-1.908172607421875
2023-11-22T21:54:24.028+01:00,13911.553537875,-0.1128387451171875,-0.135528564453125,-1.747848510742188
2023-11-22T21:54:24.057+01:00,13911.573474875,-0.195831298828125,-0.2320404052734375,-1.588516235351562
